id,trueTheta,user,category,estimateTheta
0,-2.0,1,[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2],-0.05706589597972772
1,-2.0,1,[1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2],-0.07848839869869745
2,-2.0,1,[2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],-0.210881070825165
3,-2.0,1,[1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1],-0.12696655969857787
4,-2.0,1,[2, 4, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1],-0.01564808843024886
5,-2.0,1,[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1],-0.09403378141525921
6,-2.0,1,[2, 2, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1],-0.044939583798965795
7,-2.0,1,[2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1],-0.1261363532131702
8,-2.0,1,[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2],-0.12851967519834337
9,-2.0,1,[3, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2],0.07462800314105188
10,-1.0,2,[5, 5, 3, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 2],0.4233669983619343
11,-1.0,2,[2, 2, 1, 1, 3, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2],0.13199344481923755
12,-1.0,2,[5, 4, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 2],0.24847697386583495
13,-1.0,2,[2, 4, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 2, 1, 1, 1, 3, 2],0.41010057134887784
14,-1.0,2,[3, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 2],0.13131269724821235
15,-1.0,2,[3, 4, 1, 1, 4, 1, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 2],0.3834774253294261
16,-1.0,2,[2, 3, 1, 1, 2, 1, 1, 1, 1, 2, 1, 3, 2, 1, 1, 1, 1, 2],0.15223391224359167
17,-1.0,2,[3, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2],0.049525716664091064
18,-1.0,2,[4, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2],0.2693598252908637
19,-1.0,2,[2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1],0.07224346929435332
20,0.0,3,[3, 4, 2, 1, 3, 1, 3, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1, 2],0.5265594954207196
21,0.0,3,[4, 5, 2, 1, 3, 1, 2, 1, 1, 3, 2, 2, 2, 1, 1, 1, 2, 2],0.6647496526811018
22,0.0,3,[3, 4, 2, 1, 3, 1, 4, 1, 1, 1, 1, 3, 2, 1, 1, 1, 2, 2],0.5480407318282398
23,0.0,3,[3, 5, 2, 1, 3, 1, 3, 1, 1, 1, 1, 4, 3, 1, 1, 1, 1, 2],0.6618555512623941
24,0.0,3,[3, 5, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2],0.3193131305771183
25,0.0,3,[3, 5, 1, 1, 3, 1, 3, 2, 1, 1, 2, 3, 2, 1, 1, 1, 3, 2],0.6733519243712245
26,0.0,3,[3, 5, 2, 1, 3, 1, 2, 1, 1, 1, 1, 4, 1, 1, 1, 1, 3, 3],0.6591047165196144
27,0.0,3,[5, 5, 2, 1, 5, 3, 4, 1, 1, 1, 1, 3, 2, 1, 1, 1, 3, 2],0.9399710352253634
28,0.0,3,[4, 5, 2, 1, 3, 1, 1, 2, 1, 4, 1, 4, 2, 1, 1, 1, 1, 4],0.8294027015040443
29,0.0,3,[5, 1, 1, 1, 3, 1, 2, 1, 1, 2, 1, 4, 2, 1, 1, 1, 2, 1],0.48314795012164374
30,1.0,4,[5, 5, 3, 3, 5, 2, 3, 3, 2, 4, 3, 4, 5, 1, 1, 1, 1, 4],1.5662413984057257
31,1.0,4,[5, 5, 2, 1, 5, 4, 4, 1, 1, 3, 4, 2, 4, 1, 1, 1, 1, 5],1.2788432908555143
32,1.0,4,[4, 5, 4, 1, 3, 2, 2, 1, 1, 3, 2, 3, 4, 1, 2, 1, 2, 2],1.0289051797766362
33,1.0,4,[5, 5, 3, 1, 5, 1, 1, 3, 1, 3, 1, 1, 3, 1, 1, 1, 3, 3],0.9844197721982559
34,1.0,4,[5, 5, 2, 1, 3, 2, 3, 1, 1, 3, 4, 2, 2, 1, 1, 1, 1, 2],0.8388790240261287
35,1.0,4,[4, 4, 3, 1, 3, 2, 2, 3, 2, 3, 2, 4, 2, 2, 5, 1, 3, 3],1.0616843348589666
36,1.0,4,[5, 4, 3, 1, 5, 2, 1, 1, 2, 3, 2, 5, 3, 1, 2, 1, 1, 2],0.9758151228990493
37,1.0,4,[3, 5, 1, 1, 3, 3, 4, 1, 1, 3, 2, 4, 3, 1, 1, 1, 2, 3],1.0623978954821216
38,1.0,4,[4, 5, 1, 1, 5, 1, 4, 1, 1, 3, 2, 5, 5, 1, 1, 1, 3, 3],1.071127571978244
39,1.0,4,[5, 5, 1, 3, 3, 3, 2, 1, 1, 4, 2, 3, 3, 1, 4, 1, 1, 3],1.0742390513514724
40,2.0,5,[5, 5, 2, 1, 4, 2, 2, 2, 2, 3, 1, 4, 4, 1, 1, 3, 4, 4],1.3781269734597335
41,2.0,5,[5, 5, 3, 1, 5, 3, 4, 3, 2, 5, 1, 4, 3, 1, 4, 1, 2, 5],1.524269709396067
42,2.0,5,[5, 5, 4, 3, 4, 3, 3, 3, 2, 4, 2, 4, 5, 1, 1, 1, 1, 4],1.594833750879301
43,2.0,5,[5, 5, 4, 3, 5, 3, 3, 2, 2, 5, 2, 4, 5, 1, 2, 5, 3, 4],1.7560336826591978
44,2.0,5,[5, 5, 4, 3, 5, 4, 3, 1, 5, 4, 2, 5, 5, 1, 1, 1, 2, 4],1.6311543573358935
45,2.0,5,[5, 5, 2, 1, 5, 3, 4, 3, 5, 3, 4, 5, 5, 2, 3, 1, 2, 3],1.6152375723991614
46,2.0,5,[5, 5, 2, 1, 5, 3, 3, 4, 2, 5, 1, 5, 3, 1, 1, 1, 3, 4],1.473666208829989
47,2.0,5,[5, 5, 3, 1, 5, 3, 4, 5, 3, 3, 2, 4, 4, 5, 1, 1, 2, 4],1.5303394512331259
48,2.0,5,[5, 5, 1, 2, 5, 2, 3, 2, 1, 4, 2, 4, 3, 1, 1, 1, 4, 2],1.3058565759627248
49,2.0,5,[5, 5, 3, 1, 3, 3, 3, 2, 3, 4, 3, 3, 5, 1, 1, 1, 2, 3],1.381644831702503
